ClassNameA,ConnectorType,ClassNameB,RelationshipName,Version,Notes,EAConnectorType
PerformedProductProblemDiscovery,DESCENDENT_OF,PerformedObservationResult,'specializes',3.2,"DESCRIPTION: Each PerformedProductProblemDiscovery always specializes one PerformedObservationResult. Each PerformedObservationResult might be specialized by one PerformedProductProblemDiscovery. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
PerformedProductProblemDiscovery,ASSOCIATION_WITH,SafetyReportVersion,'describe',3.2,"DESCRIPTION: Each SafetyReportVersion might describe one or more PerformedProductProblemDiscovery. Each PerformedProductProblemDiscovery might be described by one or more SafetyReportVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
SafetyReportVersion,ASSOCIATION_WITH,PerformedObservation,'be commenting on',3.2,"DESCRIPTION: Each PerformedObservation might be commenting on one SafetyReportVersion. Each SafetyReportVersion might be commented on by one or more PerformedObservation. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
SafetyReportVersion,ASSOCIATION_WITH,ReportSubmitter,'submits',3.2,"DESCRIPTION: Each ReportSubmitter always submits one SafetyReportVersion. Each SafetyReportVersion always is submitted by one or more ReportSubmitter. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
SafetyReportVersion,DESCENDENT_OF,ReportVersion,'specializes',3.2,"DESCRIPTION: Each SafetyReportVersion always specializes one ReportVersion. Each ReportVersion might be specialized by one SafetyReportVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Activity,ANCESTOR_TO,DefinedActivity,'specializes',3.2,"DESCRIPTION: Each DefinedActivity always specializes one Activity. Each Activity might be specialized by one DefinedActivity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Activity,ANCESTOR_TO,PerformedActivity,'specializes',3.2,"DESCRIPTION: Each PerformedActivity always specializes one Activity. Each Activity might be specialized by one PerformedActivity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Activity,ASSOCIATION_WITH,Performer,'performs',3.2,"DESCRIPTION: Each Performer always performs one or more Activity. Each Activity might be performed by one or more Performer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Activity,ANCESTOR_TO,PlannedActivity,'specializes',3.2,"DESCRIPTION: Each PlannedActivity always specializes one Activity. Each Activity might be specialized by one PlannedActivity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Activity,ANCESTOR_TO,ScheduledActivity,'specializes',3.2,"DESCRIPTION: Each ScheduledActivity always specializes one Activity. Each Activity might be specialized by one ScheduledActivity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Animal,DESCENDENT_OF,BiologicEntity,'specializes',3.2,"DESCRIPTION: Each Animal always specializes one BiologicEntity. Each BiologicEntity might be specialized by one Animal. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
AssociatedBiologicEntity,ASSOCIATION_WITH,Assessor,'be a function performed by',3.2,"DESCRIPTION: Each Assessor might be a function performed by one AssociatedBiologicEntity. Each AssociatedBiologicEntity might function as one or more Assessor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
AssociatedBiologicEntity,ASSOCIATION_WITH,DocumentAuthor,'be a function performed by',3.2,"DESCRIPTION: Each DocumentAuthor might be a function performed by one AssociatedBiologicEntity. Each AssociatedBiologicEntity might function as one or more DocumentAuthor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Biologic,DESCENDENT_OF,Product,'specializes',3.2,"DESCRIPTION: Each Biologic always specializes one Product. Each Product might be specialized by one Biologic. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Biologic,ASSOCIATION_WITH,PerformedSubstanceExtraction,'produces',3.2,"DESCRIPTION: Each PerformedSubstanceExtraction always produces one Biologic. Each Biologic might be produced by one or more PerformedSubstanceExtraction. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ANCESTOR_TO,Animal,'specializes',3.2,"DESCRIPTION: Each Animal always specializes one BiologicEntity. Each BiologicEntity might be specialized by one Animal. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
BiologicEntity,ASSOCIATION_WITH,AssociatedBiologicEntity,'is a function performed by',3.2,"DESCRIPTION: Each AssociatedBiologicEntity always is a function performed by one BiologicEntity. Each BiologicEntity might function as one or more AssociatedBiologicEntity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ASSOCIATION_WITH,AssociatedBiologicEntity,'is scoped by',3.2,"DESCRIPTION: Each AssociatedBiologicEntity always is scoped by one BiologicEntity. Each BiologicEntity might scope one or more AssociatedBiologicEntity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ASSOCIATION_WITH,BiologicEntityGroup,'groups',3.2,"DESCRIPTION: Each BiologicEntityGroup always groups one or more BiologicEntity. Each BiologicEntity might be grouped by one or more BiologicEntityGroup. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ASSOCIATION_WITH,BiologicEntityIdentifier,'identifies',3.2,"DESCRIPTION: Each BiologicEntityIdentifier always identifies one BiologicEntity. Each BiologicEntity might be identified by one or more BiologicEntityIdentifier. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ASSOCIATION_WITH,BiologicEntityPart,'is part of',3.2,"DESCRIPTION: Each BiologicEntityPart always is part of one BiologicEntity. Each BiologicEntity might have one or more BiologicEntityPart. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ASSOCIATION_WITH,ExperimentalUnit,'be a function performed by',3.2,"DESCRIPTION: Each ExperimentalUnit might be a function performed by one BiologicEntity. Each BiologicEntity might function as one or more ExperimentalUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ANCESTOR_TO,Person,'specializes',3.2,"DESCRIPTION: Each Person always specializes one BiologicEntity. Each BiologicEntity might be specialized by one Person.: DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
BiologicEntity,ASSOCIATION_WITH,Subject,'be a function performed by',3.2,"DESCRIPTION: Each Subject might be a function performed by one BiologicEntity. Each BiologicEntity might function as one or more Subject. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntityGroup,ASSOCIATION_WITH,BiologicEntityGroup,'contain',3.2,"DESCRIPTION: Each BiologicEntityGroup might contain one BiologicEntityGroup. Each BiologicEntityGroup might be contained in one or more BiologicEntityGroup. NOTE(S): Allows scenarios such as barn with stalls with crates of chickens - different therapies or observations might be made at different levels of grouping. DEFINITION: Indicates that one biologic entity group is composed of other groups. EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntityGroup,ASSOCIATION_WITH,ExperimentalUnit,'be a function performed by',3.2,"DESCRIPTION: Each ExperimentalUnit might be a function performed by one BiologicEntityGroup. Each BiologicEntityGroup might function as one or more ExperimentalUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntityGroup,ASSOCIATION_WITH,Subject,'be a function performed by',3.2,"DESCRIPTION: Each Subject might be a function performed by one BiologicEntityGroup. Each BiologicEntityGroup might function as one or more Subject. DEFINITION: Indicates that a particular group of biologic entities is the subject of a particular activity. EXAMPLE(S): OTHER NAME(S): NOTE(S): Used when the activity is done to the group as a whole rather than individuals. E.g. drugs in shared feed spraying group therapy etc.","Association"
BiologicEntityPart,ASSOCIATION_WITH,ExperimentalUnit,'be a function performed by',3.2,"DESCRIPTION: Each ExperimentalUnit might be a function performed by one BiologicEntityPart. Each BiologicEntityPart might function as one or more ExperimentalUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CooperativeGroup,ASSOCIATION_WITH,CooperativeGroupMember,'is a member of',3.2,"DESCRIPTION: Each CooperativeGroupMember always is a member of one CooperativeGroup. Each CooperativeGroup might have as a member one or more CooperativeGroupMember. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CooperativeGroup,ASSOCIATION_WITH,TreatingSite,'be a member of',3.2,"DESCRIPTION: Each TreatingSite might be a member of one CooperativeGroup. Each CooperativeGroup might have as a member one or more TreatingSite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CooperativeGroupMember,ASSOCIATION_WITH,AdministrativeMemberCRA,'staffs',3.2,"DESCRIPTION: Each AdministrativeMemberCRA always staffs one CooperativeGroupMember. Each CooperativeGroupMember always is staffed by one AdministrativeMemberCRA. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CooperativeGroupMember,ASSOCIATION_WITH,AdministrativeMemberPI,'staffs',3.2,"DESCRIPTION: Each AdministrativeMemberPI always staffs one CooperativeGroupMember. Each CooperativeGroupMember always is staffed by one AdministrativeMemberPI. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CooperativeGroupMember,ASSOCIATION_WITH,TreatingSite,'be a member of',3.2,"DESCRIPTION: Each TreatingSite might be a member of one CooperativeGroupMember. Each CooperativeGroupMember always has as a member one or more TreatingSite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Cosmetic,DESCENDENT_OF,Product,'specializes',3.2,"DESCRIPTION: Each Cosmetic always specializes one Product. Each Product might be specialized by one Cosmetic. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Device,ASSOCIATION_WITH,Assessor,'be a function performed by',3.2,"DESCRIPTION: Each Assessor might be a function performed by one Device. Each Device might function as one or more Assessor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Device,DESCENDENT_OF,Product,'specializes',3.2,"DESCRIPTION: Each Device always is specialized by one Product. Each Product might be specialized by one Device. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Device,ASSOCIATION_WITH,Performer,'be a function performed by',3.2,"DESCRIPTION: Each Performer might be a function performed by one Device. Each Device might function as one or more Performer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Device,ASSOCIATION_WITH,ReferenceResult,'apply to results produced by',3.2,"DESCRIPTION: Each ReferenceResult might apply to results produced by one Device. Each Device might produce one or more ReferenceResult. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Document,ASSOCIATION_WITH,DocumentIdentifier,'identifies',3.2,"DESCRIPTION: Each DocumentIdentifier always identifies one Document. Each Document might be identified by one or more DocumentIdentifier. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Document,ASSOCIATION_WITH,DocumentVersion,'is a version of',3.2,"DESCRIPTION: Each DocumentVersion always is a version of one Document. Each Document might have as a version one or more DocumentVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Document,ANCESTOR_TO,StudyProtocolDocument,'specializes',3.2,"DESCRIPTION: Each StudyProtocolDocument always specializes one Document. Each Document might be specialized by one StudyProtocolDocument. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
DocumentAuthor,ASSOCIATION_WITH,NotificationReceiver,'be a function performed by',3.2,"DESCRIPTION: Each NotificationReceiver might be a function performed by one DocumentAuthor. Each DocumentAuthor might function as one or more NotificationReceiver. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
DocumentVersion,ANCESTOR_TO,AmendmentChangeSummaryVersion,'specializes',3.2,"DESCRIPTION: Each AmendmentChangeSummaryVersion always specializes one DocumentVersion. Each DocumentVersion might be specialized by one AmendmentChangeSummaryVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
DocumentVersion,ANCESTOR_TO,DataMonitoringCommitteeCharterVersion,'specializes',3.2,"DESCRIPTION: Each DataMonitoringCommitteeCharterVersion always specializes one DocumentVersion. Each DocumentVersion might be specialized by one DataMonitoringCommitteeCharterVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
DocumentVersion,ASSOCIATION_WITH,DefinedNotification,'have as an attachment',3.2,"DESCRIPTION: Each DefinedNotification might have as an attachment one or more DocumentVersion. Each DocumentVersion might be an attachment on one or more DefinedNotification. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
DocumentVersion,ASSOCIATION_WITH,DefinedStudySubjectMilestone,'use',3.2,"DESCRIPTION: Each DefinedStudySubjectMilestone might use one DocumentVersion. Each DocumentVersion might be used for one DefinedStudySubjectMilestone. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
DocumentVersion,ASSOCIATION_WITH,DocumentAuthor,'authors',3.2,"DESCRIPTION: Each DocumentAuthor always authors one DocumentVersion. Each DocumentVersion always is authored by one or more DocumentAuthor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
DocumentVersion,ASSOCIATION_WITH,DocumentVersionRelationship,'has as source',3.2,"DESCRIPTION: Each DocumentVersionRelationship always has as source one DocumentVersion. Each DocumentVersion might be the source for one or more DocumentVersionRelationship. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
DocumentVersion,ASSOCIATION_WITH,DocumentVersionRelationship,'has as target',3.2,"DESCRIPTION: Each DocumentVersionRelationship always has as target one DocumentVersion. Each DocumentVersion might be the target for one or more DocumentVersionRelationship. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
DocumentVersion,ASSOCIATION_WITH,DocumentVersionWorkflowStatus,'describes',3.2,"DESCRIPTION: Each DocumentVersionWorkflowStatus always describes one DocumentVersion. Each DocumentVersion might be described by one or more DocumentVersionWorkflowStatus. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
DocumentVersion,ASSOCIATION_WITH,PerformedStudySubjectMilestone,'use',3.2,"DESCRIPTION: Each PerformedStudySubjectMilestone might use one DocumentVersion. Each DocumentVersion might be used for one or more PerformedStudySubjectMilestone. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
DocumentVersion,ANCESTOR_TO,ReportVersion,'specializes',3.2,"DESCRIPTION: Each ReportVersion always specializes one DocumentVersion. Each DocumentVersion might be specialized by one ReportVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
DocumentVersion,ANCESTOR_TO,StatisticalAnalysisPlanDocumentVersion,'specializes',3.2,"DESCRIPTION: Each StatisticalAnalysisPlanDocumentVersion always specializes one DocumentVersion. Each DocumentVersion might be specialized by one StatisticalAnalysisPlanDocumentVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
DocumentVersion,ANCESTOR_TO,StudyProtocolDocumentVersion,'specializes',3.2,"DESCRIPTION: Each StudyProtocolDocumentVersion always specializes one DocumentVersion. Each DocumentVersion might be specialized by one StudyProtocolDocumentVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
DocumentVersion,ANCESTOR_TO,StudySubjectExperienceDocumentVersion,'specializes',3.2,"DESCRIPTION: Each StudySubjectExperienceDocumentVersion always specializes one DocumentVersion. Each DocumentVersion might be specialized by one StudySubjectExperienceDocumentVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
DocumentVersion,ASSOCIATION_WITH,SubmissionUnit,'includes',3.2,"DESCRIPTION: Each SubmissionUnit always includes one or more DocumentVersion. Each DocumentVersion might be included in one or more SubmissionUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
DonorRegistry,ASSOCIATION_WITH,SubjectIdentifier,'be assigned by',3.2,"DESCRIPTION: Each SubjectIdentifier might be assigned by one DonorRegistry. Each DonorRegistry might assign one or more SubjectIdentifier. DEFINITION: Indicates the donor registry that assigned the identifer. EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Drug,DESCENDENT_OF,Product,'specializes',3.2,"DESCRIPTION: Each Drug always specializes one Product. Each Product might be specialized by one Drug. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
ExperimentalUnit,ASSOCIATION_WITH,Activity,'be participated in by',3.2,"DESCRIPTION: Each Activity might be participated in by one ExperimentalUnit. Each ExperimentalUnit might participate in one or more Activity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
FoodProduct,DESCENDENT_OF,Product,'specializes',3.2,"DESCRIPTION: Each FoodProduct always specializes one Product. Each Product might be specialized by one FoodProduct. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
HealthcareFacility,ASSOCIATION_WITH,HealthcareProviderGroup,'is used to group staff for',3.2,"DESCRIPTION: Each HealthcareProviderGroup always is used to group staff for one HealthcareFacility. Each HealthcareFacility might group staff into one or more HealthcareProviderGroup. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareFacility,ASSOCIATION_WITH,HealthcareProvider,'staff',3.2,"DESCRIPTION: Each HealthcareProvider might staff one HealthcareFacility. Each HealthcareFacility might be staffed by one or more HealthcareProvider. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareFacility,ASSOCIATION_WITH,OversightCommittee,'oversee',3.2,"DESCRIPTION: Each OversightCommittee might oversee one or more HealthcareFacility. Each HealthcareFacility might be overseen by one or more OversightCommittee. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareFacility,ASSOCIATION_WITH,PlannedStudySite,'be a function planned to be performed by',3.2,"DESCRIPTION: Each PlannedStudySite might be a function planned to be performed by one HealthcareFacility. Each HealthcareFacility might plan to function as one or more PlannedStudySite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareFacility,ASSOCIATION_WITH,StudySite,'be a function performed by',3.2,"DESCRIPTION: Each StudySite might be a function performed by one HealthcareFacility. Each HealthcareFacility might function as one or more StudySite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareFacility,ASSOCIATION_WITH,TreatingSite,'is a function performed by',3.2,"DESCRIPTION: Each TreatingSite always is a function performed by one HealthcareFacility. Each HealthcareFacility might function as one or more TreatingSite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareProvider,ASSOCIATION_WITH,Assessor,'be a function performed by',3.2,"DESCRIPTION: Each Assessor might be a function performed by one HealthcareProvider. Each HealthcareProvider might function as one or more Assessor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareProvider,ASSOCIATION_WITH,DocumentAuthor,'be a function performed by',3.2,"DESCRIPTION: Each DocumentAuthor might be a function performed by one HealthcareProvider. Each HealthcareProvider might function as one or more DocumentAuthor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareProvider,ASSOCIATION_WITH,HealthcareProviderGroupMember,'is a function performed by',3.2,"DESCRIPTION: Each HealthcareProviderGroupMember always is a function performed by one HealthcareProvider. Each HealthcareProvider might function as one or more HealthcareProviderGroupMember. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareProvider,ASSOCIATION_WITH,NotificationReceiver,'be a function performed by',3.2,"DESCRIPTION: Each NotificationReceiver might be a function performed by one HealthcareProvider. Each HealthcareProvider might function as one or more NotificationReceiver. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareProvider,ASSOCIATION_WITH,RegulatoryApplicationSponsor,'be a function performed by',3.2,"DESCRIPTION: Each RegulatoryApplicationSponsor might be a function performed by one HealthcareProvider. Each HealthcareProvider might function as one or more RegulatoryApplicationSponsor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareProvider,ASSOCIATION_WITH,StudyLegalSponsor,'be a function performed by',3.2,"DESCRIPTION: Each StudyLegalSponsor might be a function performed by one HealthcareProvider. Each HealthcareProvider might function as one or more StudyLegalSponsor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
HealthcareProvider,ASSOCIATION_WITH,StudyPersonnel,'be a function performed by',3.2,"DESCRIPTION: Each StudyPersonnel might be a function performed by one HealthcareProvider. Each HealthcareProvider might function as one or more StudyPersonnel. DEFINITION: Indicates that the StudyPersonnel role is being fulfilled by a HealthcareProvider EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
HealthcareProvider,ASSOCIATION_WITH,StudySitePersonnel,'be a function performed by',3.2,"DESCRIPTION: Each StudySitePersonnel might be a function performed by one HealthcareProvider. Each HealthcareProvider might function as one or more StudySitePersonnel. DEFINITION: Indicates that the StudySitePersonnel role is being fulfilled by a HealthcareProvider. EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
HealthcareProviderGroup,ASSOCIATION_WITH,HealthcareProviderGroupMember,'belongs to',3.2,"DESCRIPTION: Each HealthcareProviderGroupMember always belongs to one HealthcareProviderGroup. Each HealthcareProviderGroup always contains one or more HealthcareProviderGroupMember. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Manufacturer,DESCENDENT_OF,Processor,'specializes',3.2,"DESCRIPTION: Each Manufacturer always specializes one Processor. Each Processor might be specialized by one Manufacturer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Material,ASSOCIATION_WITH,MaterialIdentifier,'identifies',3.2,"DESCRIPTION: Each MaterialIdentifier always identifies one Material. Each Material might be identified by one or more MaterialIdentifier. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Material,ASSOCIATION_WITH,MaterialName,'names',3.2,"DESCRIPTION: Each MaterialName always names one Material. Each Material always is named by one or more MaterialName. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Material,ANCESTOR_TO,Product,'specializes',3.2,"DESCRIPTION: Each Product always specializes one Material. Each Material might be specialized by one Product. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Material,ASSOCIATION_WITH,Specimen,'is a function performed by',3.2,"DESCRIPTION: Each Specimen always is a function performed by one Material. Each Material might function as one Specimen. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,BiologicEntityIdentifier,'be assigned by',3.2,"DESCRIPTION: Each BiologicEntityIdentifier might be assigned by one Organization. Each Organization might assign one or more BiologicEntityIdentifier. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,CooperativeGroupMember,'is a function performed by',3.2,"DESCRIPTION: Each CooperativeGroupMember always is a function performed by one Organization. Each Organization might function as one or more CooperativeGroupMember. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Organization,ASSOCIATION_WITH,CooperativeGroup,'is a function performed by',3.2,"DESCRIPTION: Each CooperativeGroup always is a function performed by one Organization. Each Organization might function as one CooperativeGroup. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
