ClassNameA,ConnectorType,ClassNameB,RelationshipName,Version,Notes,EAConnectorType
CausalAssessment,ASSOCIATION_WITH,EvaluatedActivityRelationship,'is evaluated by',5.2,"DESCRIPTION: Each EvaluatedActivityRelationship always is evaluated by one CausalAssessment. Each CausalAssessment might evaluate one or more EvaluatedActivityRelationship. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CausalAssessment,ASSOCIATION_WITH,EvaluatedResultRelationship,'is evaluated by',5.2,"DESCRIPTION: Each EvaluatedResultRelationship always is evaluated by one CausalAssessment. Each CausalAssessment might evaluate one or more EvaluatedResultRelationship. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
PerformedProductInvestigation,DESCENDENT_OF,PerformedObservation,'specializes',5.2,"DESCRIPTION: Each PerformedProductInvestigation always specializes one PerformedObservation. Each PerformedObservation might be specialized by one PerformedProductInvestigation. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
PerformedProductInvestigationResult,DESCENDENT_OF,PerformedObservationResult,'specializes',5.2,"DESCRIPTION: Each PerformedProductInvestigationResult always specializes one PerformedObservationResult. Each PerformedObservationResult might be specialized by one PerformedProductInvestigationResult. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
PerformedProductProblemDiscovery,ASSOCIATION_WITH,PerformedProductInvestigation,'is triggered by',5.2,"DESCRIPTION: Each PerformedProductInvestigation always is triggered by one or more PerformedProductProblemDiscovery. Each PerformedProductProblemDiscovery might trigger one or more PerformedProductInvestigation. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
PerformedProductProblemDiscovery,DESCENDENT_OF,PerformedObservationResult,'specializes',5.2,"DESCRIPTION: Each PerformedProductProblemDiscovery always specializes one PerformedObservationResult. Each PerformedObservationResult might be specialized by one PerformedProductProblemDiscovery. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
PerformedProductProblemDiscovery,ASSOCIATION_WITH,SafetyReportVersion,'describe',5.2,"DESCRIPTION: Each SafetyReportVersion might describe one or more PerformedProductProblemDiscovery. Each PerformedProductProblemDiscovery might be described by one or more SafetyReportVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
SafetyReportVersion,ASSOCIATION_WITH,PerformedObservation,'be commenting on',5.2,"DESCRIPTION: Each PerformedObservation might be commenting on one SafetyReportVersion. Each SafetyReportVersion might be commented on by one or more PerformedObservation. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
SafetyReportVersion,ASSOCIATION_WITH,ReportSubmitter,'submits',5.2,"DESCRIPTION: Each ReportSubmitter always submits one SafetyReportVersion. Each SafetyReportVersion always is submitted by one or more ReportSubmitter. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
SafetyReportVersion,DESCENDENT_OF,ReportVersion,'specializes',5.2,"DESCRIPTION: Each SafetyReportVersion always specializes one ReportVersion. Each ReportVersion might be specialized by one SafetyReportVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
BiologicSpecimen,DESCENDENT_OF,Specimen,'specializes',5.2,"DESCRIPTION: Each BiologicSpecimen always specializes one Specimen. Each Specimen might be specialized by one BiologicSpecimen. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
DefinedSpecimenMove,DESCENDENT_OF,DefinedAdministrativeActivity,'specializes',5.2,"DESCRIPTION: Each DefinedSpecimenMove always specializes one DefinedAdministrativeActivity. Each DefinedAdministrativeActivity might be specialized by one DefinedSpecimenMove. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
PerformedSpecimenMove,DESCENDENT_OF,PerformedAdministrativeActivity,'specializes',5.2,"DESCRIPTION: Each PerformedSpecimenMove always specializes one PerformedAdministrativeActivity. Each PerformedAdminisrativeActivity might be specialized by one PerformedSpecimenMove. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Specimen,ANCESTOR_TO,BiologicSpecimen,'specializes',5.2,"DESCRIPTION: Each BiologicSpecimen always specializes one Specimen. Each Specimen might be specialized by one BiologicSpecimen. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Specimen,ASSOCIATION_WITH,DefinedSpecimenCollection,'results in',5.2,"DESCRIPTION: Each DefinedSpecimenCollection always results in one or more Specimen. Each Specimen might be a result of one or more DefinedSpecimenCollection. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Specimen,ASSOCIATION_WITH,ExperimentalUnit,'be a function performed by',5.2,"DESCRIPTION: Each ExperimentalUnit might be a function performed by one Specimen. Each Specimen might function as one or more ExperimentalUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Specimen,ASSOCIATION_WITH,Subject,'be a function performed by',5.2,"DESCRIPTION: Each Subject might be a function performed by one Specimen. Each Specimen might function as one or more Subject. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
SpecimenCollectionGroup,ASSOCIATION_WITH,DefinedSpecimenCollection,'results in',5.2,"DESCRIPTION: Each DefinedSpecimenCollection always results in one SpecimenCollectionGroup. Each SpecimenCollectionGroup might be a result of one or more DefinedSpecimenCollection. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
SpecimenCollectionGroup,ASSOCIATION_WITH,Specimen,'be a part of',5.2,"DESCRIPTION: Each Specimen might be a part of one SpecimenCollectionGroup. Each SpecimenCollectionGroup might contain one or more Specimen. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
SpecimenCollectionGroup,ASSOCIATION_WITH,Subject,'be a function performed by',5.2,"DESCRIPTION: Each Subject might be a function performed by one SpecimenCollectionGroup. Each SpecimenCollectionGroup might function as one or more Subject. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
SpecimenCollectionProtocol,DESCENDENT_OF,ProcessProtocol,'specializes',5.2,"DESCRIPTION: Each SpecimenCollectionProtocol always specializes one ProcessProtocol. Each ProcessProtocol might be specialized by one SpecimenCollectionProtocol. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
SpecimenCollectionProtocol,ASSOCIATION_WITH,SpecimenCollectionProtocolSubject,'has been assigned',5.2,"DESCRIPTION: Each SpecimenCollectionProtocolSubject always has been assigned one SpecimenCollectionProtocol. Each SpecimenCollectionProtocol might be assigned to one or more SpecimenCollectionProtocolSubject. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
SpecimenCollectionProtocolSubject,DESCENDENT_OF,Subject,'specializes',5.2,"DESCRIPTION: Each SpecimenCollectionProtocolSubject always specializes one Subject. Each Subject might be specialized by one SpecimenCollectionProtocolSubject. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
SpecimenProcessing,DESCENDENT_OF,NonResearchProject,'specializes',5.2,"DESCRIPTION: Each SpecimenProcessing always specializes one NonResearchProject. Each NonResearchProject might be specialized by one SpecimenProcessing. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
SpecimenProcessingProtocol,DESCENDENT_OF,ProcessProtocol,'specializes',5.2,"DESCRIPTION: Each SpecimenProcessingProtocol always specializes one ProcessProtocol. Each ProcessProtocol might be specialized by one SpecimenProcessingProtocol. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Activity,ANCESTOR_TO,DefinedActivity,'specializes',5.2,"DESCRIPTION: Each DefinedActivity always specializes one Activity. Each Activity might be specialized by one DefinedActivity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Activity,ASSOCIATION_WITH,ExperimentalActivityItem,'is used in',5.2,"DESCRIPTION: Each ExperimentalActivityItem always is used in one Activity. Each Activity might use one or more ExperimentalActivityItem. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTES: The documented use cases from life sciences are limited to procedure and observations. Use cases for other kinds of activities in life sciences are needed to support this relationship at Activity level. In the next release this relationship will have to be re-assessed. ","Association"
Activity,ANCESTOR_TO,PerformedActivity,'specializes',5.2,"DESCRIPTION: Each PerformedActivity always specializes one Activity. Each Activity might be specialized by one PerformedActivity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Activity,ASSOCIATION_WITH,Performer,'performs',5.2,"DESCRIPTION: Each Performer always performs one Activity. Each Activity might be performed by one or more Performer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Activity,ANCESTOR_TO,PlannedActivity,'specializes',5.2,"DESCRIPTION: Each PlannedActivity always specializes one Activity. Each Activity might be specialized by one PlannedActivity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Activity,ANCESTOR_TO,ScheduledActivity,'specializes',5.2,"DESCRIPTION: Each ScheduledActivity always specializes one Activity. Each Activity might be specialized by one ScheduledActivity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
AnatomicPathologyReportVersion,DESCENDENT_OF,ReportVersion,'specializes',5.2,"DESCRIPTION: Each AnatomicPathologyReportVersion always specializes one ReportVersion. Each ReportVersion might be specialized by one AnatomicPathologyReportVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
AnatomicPathologySectionVersion,DESCENDENT_OF,ReportVersion,'specializes',5.2,"DESCRIPTION: Each AnatomicPathologySectionVersion always specializes one ReportVersion. Each ReportVersion might be specialized by one AnatomicPathologySectionVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
AnatomicPathologySectionVersion,ASSOCIATION_WITH,PerformedActivity,'indicate updates to',5.2,"DESCRIPTION: Each PerformedActivity might indicate updates to one or more AnatomicPathologySectionVersion. Each AnatomicPathologySectionVersion might have updates indicated by one or more PerformedActivity. DEFINITION: EXAMPLE(S): A performed activity that is a collection of information updates in the diagnoistic conclusion section of an anatomic pathology report might indicate that the current report version contains an update to the microscopic observation section of the previous version of the anatomic pathology report. OTHER NAME(S): NOTE(S):","Association"
Animal,DESCENDENT_OF,BiologicEntity,'specializes',5.2,"DESCRIPTION: Each Animal always specializes one BiologicEntity. Each BiologicEntity might be specialized by one Animal. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Animal,ASSOCIATION_WITH,ExperimentalActivityItem,'be played by',5.2,"DESCRIPTION: Each ExperimentalActivityItem might be played by one Animal. Each Animal might play one or more ExperimentalActivityItem. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
AssociatedBiologicEntity,ASSOCIATION_WITH,DocumentAuthor,'be a function performed by',5.2,"DESCRIPTION: Each DocumentAuthor might be a function performed by one AssociatedBiologicEntity. Each AssociatedBiologicEntity might function as one or more DocumentAuthor. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
AssociatedBiologicEntity,ASSOCIATION_WITH,Performer,'be a function performed by',5.2,"DESCRIPTION: Each Performer might be a function performed by one AssociatedBiologicEntity. Each AssociatedBiologicEntity might function as one or more Performer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
AuthoringDevice,ASSOCIATION_WITH,DocumentAuthor,'be a function performed by',5.2,"DESCRIPTION: Each DocumentAuthor might be a function performed by one AuthoringDevice. Each AuthoringDevice might function as one or more DocumentAuthor. DEFNITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Biologic,DESCENDENT_OF,Product,'specializes',5.2,"DESCRIPTION: Each Biologic always specializes one Product. Each Product might be specialized by one Biologic. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Biologic,ANCESTOR_TO,CellCulture,'specializes',5.2,"DESCRIPTION: Each CellCulture always specializes one Biologic. Each Biologic might be specialized by one CellCulture. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Biologic,ASSOCIATION_WITH,PerformedSubstanceExtraction,'produces',5.2,"DESCRIPTION: Each PerformedSubstanceExtraction always produces one Biologic. Each Biologic might be produced by one or more PerformedSubstanceExtraction. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ANCESTOR_TO,Animal,'specializes',5.2,"DESCRIPTION: Each Animal always specializes one BiologicEntity. Each BiologicEntity might be specialized by one Animal. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
BiologicEntity,ASSOCIATION_WITH,AssociatedBiologicEntity,'is a function performed by',5.2,"DESCRIPTION: Each AssociatedBiologicEntity always is a function performed by one BiologicEntity. Each BiologicEntity might function as one or more AssociatedBiologicEntity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ASSOCIATION_WITH,AssociatedBiologicEntity,'is scoped by',5.2,"DESCRIPTION: Each AssociatedBiologicEntity always is scoped by one BiologicEntity. Each BiologicEntity might scope one or more AssociatedBiologicEntity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ASSOCIATION_WITH,BiologicEntityGroup,'groups',5.2,"DESCRIPTION: Each BiologicEntityGroup always groups one or more BiologicEntity. Each BiologicEntity might be grouped by one or more BiologicEntityGroup. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
BiologicEntity,ASSOCIATION_WITH,BiologicEntityPart,'is part of',5.2,"DESCRIPTION: Each BiologicEntityPart always is part of one BiologicEntity. Each BiologicEntity might have one or more BiologicEntityPart. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ASSOCIATION_WITH,ExperimentalUnit,'be a function performed by',5.2,"DESCRIPTION: Each ExperimentalUnit might be a function performed by one BiologicEntity. Each BiologicEntity might function as one or more ExperimentalUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntity,ANCESTOR_TO,Person,'specializes',5.2,"DESCRIPTION: Each Person always specializes one BiologicEntity. Each BiologicEntity might be specialized by one Person.: DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
BiologicEntity,ASSOCIATION_WITH,Subject,'be a function performed by',5.2,"DESCRIPTION: Each Subject might be a function performed by one BiologicEntity. Each BiologicEntity might function as one or more Subject. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntityClassification,ASSOCIATION_WITH,Biologic,'be classified as',5.2,"DESCRIPTION: Each Biologic might be classified as one BiologicEntityClassification. Each BiologicEntityClassification might classify one or more Biologic. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
BiologicEntityClassification,ASSOCIATION_WITH,BiologicEntity,'is classified as',5.2,"DESCRIPTION: Each BiologicEntity always is classified as one BiologicEntityClassification. Each BiologicEntityClassification might classify one or more BiologicEntity. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
BiologicEntityClassification,ASSOCIATION_WITH,Chromosome,'is part of',5.2,"DESCRIPTION: Each Chromosome always is part of one BiologicEntityClassification. Each BiologicEntityClassification might contain one or more Chromosome. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
BiologicEntityClassification,ASSOCIATION_WITH,Genome,'is part of',5.2,"DESCRIPTION: Each Genome always is part of one BiologicEntityClassification. Each BiologicEntityClassification might contain one or more Genome. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
BiologicEntityClassification,ASSOCIATION_WITH,MolecularSequence,'is included in',5.2,"DESCRIPTION: Each MolecularSequence always is included in one BiologicEntityClassification. Each BiologicEntityClassification might include one or more MolecularSequence. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
BiologicEntityClassification,ASSOCIATION_WITH,Pathway,'be included by',5.2,"DESCRIPTION: Each Pathway might be included by one or more BiologicEntityClassification. Each BiologicEntityClassification might include one or more Pathway. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
BiologicEntityGroup,ASSOCIATION_WITH,BiologicEntityGroup,'contain',5.2,"DESCRIPTION: Each BiologicEntityGroup might contain one or more BiologicEntityGroup. Each BiologicEntityGroup might be contained in one BiologicEntityGroup. DEFINITION: Indicates that one biologic entity group is composed of other groups. EXAMPLE(S): OTHER NAME(S): NOTE(S): Allows scenarios such as barn with stalls with crates of chickens - different therapies or observations might be made at different levels of grouping.","Association"
BiologicEntityGroup,ASSOCIATION_WITH,ExperimentalActivityItem,'be played by',5.2,"DESCRIPTION: Each ExperimentalActivityItem might be played by one BiologicEntityGroup. Each BiologicEntityGroup might play one or more ExperimentalActivityItem. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
BiologicEntityGroup,ASSOCIATION_WITH,ExperimentalUnit,'be a function performed by',5.2,"DESCRIPTION: Each ExperimentalUnit might be a function performed by one BiologicEntityGroup. Each BiologicEntityGroup might function as one or more ExperimentalUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
BiologicEntityGroup,ASSOCIATION_WITH,Subject,'be a function performed by',5.2,"DESCRIPTION: Each Subject might be a function performed by one BiologicEntityGroup. Each BiologicEntityGroup might function as one or more Subject. DEFINITION: Indicates that a particular group of biologic entities is the subject of a particular activity. EXAMPLE(S): OTHER NAME(S): NOTE(S): Used when the activity is done to the group as a whole rather than individuals. E.g. drugs in shared feed spraying group therapy etc.","Association"
BiologicEntityPart,ASSOCIATION_WITH,ExperimentalUnit,'be a function performed by',5.2,"DESCRIPTION: Each ExperimentalUnit might be a function performed by one BiologicEntityPart. Each BiologicEntityPart might function as one or more ExperimentalUnit. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CellCulture,DESCENDENT_OF,Biologic,'specializes',5.2,"DESCRIPTION: Each CellCulture always specializes one Biologic. Each Biologic might be specialized by one CellCulture. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
CellCulture,ANCESTOR_TO,CellLine,'specializes',5.2,"DESCRIPTION: Each CellLine always specializes one CellCulture. Each CellCulture might be specialized by one CellLine. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
CellCulture,ANCESTOR_TO,MicrobiologicalCulture,'specializes',5.2,"DESCRIPTION: Each MicrobiologicalCulture always specializes one CellCulture. Each CellCulture might be specialized by one MicrobiologicalCulture. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
CellLine,DESCENDENT_OF,CellCulture,'specializes',5.2,"DESCRIPTION: Each CellLine always specializes one CellCulture. Each CellCulture might be specialized by one CellLine. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
ClinicalDevelopmentPlan,DESCENDENT_OF,Project,'specializes',5.2,"DESCRIPTION: Each ClinicalDevelopmentPlan always specializes one Project. Each Project might be specialized by one ClinicalDevelopmentPlan. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Container,ASSOCIATION_WITH,Container,'be enclosed by',5.2,"DESCRIPTION: Each Container might be enclosed by one Container. Each Container might enclose one or more Container. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Container,DESCENDENT_OF,Product,'specializes',5.2,"DESCRIPTION: Each Package always specializes one Product. Each Product might be specialized by one Package. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Container,ASSOCIATION_WITH,PerformedSpecimenMove,'place a specimen in',5.2,"DESCRIPTION: Each PerformedSpecimenMove might place a specimen in one Container. Each Container might have a specimen placed by one or more PerformedSpecimenMove. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Container,ASSOCIATION_WITH,PerformedSpecimenMove,'take a specimen from',5.2,"DESCRIPTION: Each PerformedSpecimenMove might take a specimen from one Container. Each Container might have a specimen taken by one or more PerformedSpecimenMove. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
CooperativeGroup,ASSOCIATION_WITH,CooperativeGroupMember,'is a member of',5.2,"DESCRIPTION: Each CooperativeGroupMember always is a member of one CooperativeGroup. Each CooperativeGroup might have as a member one or more CooperativeGroupMember. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CooperativeGroup,ASSOCIATION_WITH,TreatingSite,'be a member of',5.2,"DESCRIPTION: Each TreatingSite might be a member of one CooperativeGroup. Each CooperativeGroup might have as a member one or more TreatingSite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CooperativeGroupMember,ASSOCIATION_WITH,AdministrativeMemberCRA,'staffs',5.2,"DESCRIPTION: Each AdministrativeMemberCRA always staffs one CooperativeGroupMember. Each CooperativeGroupMember always is staffed by one AdministrativeMemberCRA. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CooperativeGroupMember,ASSOCIATION_WITH,AdministrativeMemberPI,'staffs',5.2,"DESCRIPTION: Each AdministrativeMemberPI always staffs one CooperativeGroupMember. Each CooperativeGroupMember always is staffed by one AdministrativeMemberPI. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
CooperativeGroupMember,ASSOCIATION_WITH,TreatingSite,'be a member of',5.2,"DESCRIPTION: Each TreatingSite might be a member of one CooperativeGroupMember. Each CooperativeGroupMember always has as a member one or more TreatingSite. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Cosmetic,DESCENDENT_OF,Product,'specializes',5.2,"DESCRIPTION: Each Cosmetic always specializes one Product. Each Product might be specialized by one Cosmetic. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Device,ASSOCIATION_WITH,AuthoringDevice,'be a function performed by',5.2,"DESCRIPTION: Each AuthoringDevice might be a function performed by one Device. Each Device might function as one or more AuthoringDevice. DEFNITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Device,ASSOCIATION_WITH,DeviceParameter,'defines the use of',5.2,"DESCRIPTION: Each DeviceParameter always defines the use of one Device. Each Device might have use defined by one or more DeviceParameter. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Association"
Device,DESCENDENT_OF,Product,'specializes',5.2,"DESCRIPTION: Each Device always is specialized by one Product. Each Product might be specialized by one Device. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
Device,ASSOCIATION_WITH,Performer,'be a function performed by',5.2,"DESCRIPTION: Each Performer might be a function performed by one Device. Each Device might function as one or more Performer. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Device,ASSOCIATION_WITH,ReferenceResult,'apply to results produced by',5.2,"DESCRIPTION: Each ReferenceResult might apply to results produced by one Device. Each Device might produce one or more ReferenceResult. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Device,ANCESTOR_TO,Software,'specializes',5.2,"DESCRIPTION: Each Software always specializes one Device. Each Device might be specialized by one Software. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Device,ANCESTOR_TO,StorageEquipment,'specializes',5.2,"DESCRIPTION: Each StorageEquipment always specializes one Device. Each Device might be specialized by one StorageEquipment. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S):","Generalization"
Document,ASSOCIATION_WITH,DocumentVersion,'is a version of',5.2,"DESCRIPTION: Each DocumentVersion always is a version of one Document. Each Document might have as a version one or more DocumentVersion. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
Document,ANCESTOR_TO,StudyProtocolDocument,'specializes',5.2,"DESCRIPTION: Each StudyProtocolDocument always specializes one Document. Each Document might be specialized by one StudyProtocolDocument. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Generalization"
DocumentAuthor,ASSOCIATION_WITH,NotificationReceiver,'be a function performed by',5.2,"DESCRIPTION: Each NotificationReceiver might be a function performed by one DocumentAuthor. Each DocumentAuthor might function as one or more NotificationReceiver. DEFINITION: EXAMPLE(S): OTHER NAME(S): NOTE(S): ","Association"
